text_phone_area_code,Count
,468473
000,156261
007,1
013,2
019,1
022,1
027,1
032,1
037,1
041,1
052,1
061,1
062,1
070,3
072,1
073,1
078,2
080,1
082,1
089,1
091,7
092,1
10 ,1
102,1
103,1
108,1
112,2
120,1
122,2
123,3
125,6
131,1
132,3
133,1
135,1
136,1
137,1
139,1
141,1
143,1
149,1
151,2
16 ,2
160,2
161,1
163,1
165,1
178,1
185,4
193,3
195,1
197,1
20 ,1
200,1
201,176
202,284
203,232
204,14
205,271
206,443
207,248
208,727
209,455
210,896
212,17
213,160
214,1221
215,141
216,180
217,642
218,235
219,163
220,5
221,1
222,1
223,7
224,259
225,213
226,3
227,1
228,105
229,122
230,1
231,115
232,2
234,22
235,2
236,5
239,254
24 ,1
240,292
242,2
243,1
245,1
246,2
248,274
250,20
251,137
252,174
253,622
254,851
256,277
257,2
259,1
260,167
261,1
262,272
264,1
265,2
267,167
268,1
269,201
270,303
271,2
272,3
274,1
275,2
276,53
279,11
280,3
281,501
282,2
283,1
284,1
285,7
288,1
289,1
291,1
292,1
293,1
298,1
300,3
301,247
302,154
303,2418
304,191
305,247
306,25
307,664
308,1270
309,593
31 ,1
310,502
311,9
312,396
313,186
314,1956
315,486
316,249947
317,502
318,384
319,761
320,169
321,317
323,356
325,251
326,58
327,1
328,1
330,279
331,53
332,6
333,1
334,312
336,243
337,256
339,20
340,18
341,7
342,1
344,1
345,3
346,139
347,295
348,1
349,1
350,2
351,5
352,324
353,2
354,3
356,2
357,1
358,2
360,746
361,276
362,4
363,3
364,1
365,1
366,1
367,1
368,2
370,1
371,7
373,1
376,1
378,1
379,1
380,1
381,2
383,1
384,2
385,153
386,157
388,1
389,1
390,1
391,3
393,3
396,2
398,1
401,121
402,4416
403,28
404,513
405,2434
406,461
407,483
408,310
409,212
410,219
412,197
413,123
414,258
415,269
416,31
417,5897
418,4
419,255
420,5
422,2
423,247
424,102
425,408
426,1
428,2
429,1
430,16
431,2
432,225
434,136
435,264
437,1
438,4
440,154
442,56
443,377
444,1
445,4
446,2
447,3
448,1
45 ,1
450,2
451,2
452,4
454,2
455,1
456,1
458,19
459,1
460,3
462,1
463,7
464,5
465,1
466,1
467,2
468,1
469,781
470,135
471,9
473,1
474,5
475,28
476,1
478,127
479,1167
480,986
481,1
482,1
484,175
485,16
486,1
487,1
489,1
490,1
492,2
493,1
494,1
495,1
496,3
498,1
499,1
50 ,1
500,2
501,621
502,290
503,548
504,227
505,856
506,4
507,360
508,151
509,395
510,286
511,5
512,968
513,355
514,14
515,1158
516,139
517,189
518,155
519,13
520,724
521,1
523,2
524,1
525,2
526,2
527,2
529,1
530,463
531,115
533,1
536,1
537,1
538,1
539,51
540,368
541,527
543,1
545,1
546,1
547,2
550,1
551,32
552,1
553,2
555,4
557,2
559,432
560,5
561,263
562,350
563,332
564,10
565,1
566,2
567,41
569,1
570,236
571,285
572,8
573,2138
574,180
575,403
577,2
578,1
579,2
580,1910
581,2
582,3
583,1
584,1
585,172
586,100
587,4
588,2
590,1
591,3
593,1
599,1
6  ,1
600,2
601,248
602,804
603,218
604,22
605,758
606,67
607,141
608,386
609,236
610,175
612,609
613,37
614,322
615,537
616,226
617,189
618,656
619,809
620,287366
621,14
622,12
623,427
624,4
625,9
626,343
627,5
628,21
629,58
630,763
631,156
632,2
636,855
639,4
640,7
641,335
642,3
643,1
644,2
646,280
647,8
648,1
649,3
650,152
651,358
652,2
654,3
656,4
657,32
658,2
659,4
660,1521
661,533
662,193
664,2
666,1
667,13
668,1
669,19
670,16
671,4
672,5
673,1
675,3
676,3
678,499
679,2
680,15
681,5
682,345
685,8
686,2
687,1
689,14
691,2
692,2
700,1
701,492
702,1016
703,538
704,344
705,22
706,572
707,446
708,353
709,7
710,5
712,604
713,429
714,533
715,267
716,226
717,345
718,90
719,3033
720,2926
722,1
723,1
724,181
725,39
726,10
727,304
728,2
730,3
731,119
732,170
733,1
734,241
735,2
736,1
737,60
738,3
739,2
740,186
741,1
743,2
744,1
745,2
746,1
747,27
748,5
749,2
750,2
751,1
752,5
753,4
754,35
755,22
757,633
758,52
759,1
760,992
761,1
762,32
763,234
765,277
768,2
769,15
770,329
771,2
772,110
773,476
774,80
775,373
776,2
777,2
778,13
779,51
780,19
781,81
782,56
783,20
784,85
785,348100
786,477
787,348
788,41
789,23
791,2
792,1
793,1
794,1
795,73
797,3
798,6
800,103
801,714
802,116
803,369
804,297
805,553
806,950
807,4
808,779
809,3
81 ,1
810,149
812,310
813,490
814,221
815,579
816,39699
817,1160
818,401
819,10
820,9
822,1
823,2
825,1
826,7
827,1
828,207
829,2
830,197
831,178
832,845
833,2
834,1
835,1
836,1
837,3
838,2
839,1
840,3
841,1
842,2
843,323
844,1
845,165
846,3
847,546
848,19
850,532
851,1
852,2
853,1
854,5
855,1
856,99
857,46
858,275
859,235
860,253
861,1
862,53
863,175
864,204
865,169
866,15
868,1
869,1
87 ,1
870,455
871,3
872,18
873,1
874,2
875,13
876,4
877,10
880,3
881,1
883,1
885,1
886,2
888,21
889,1
893,1
896,1
899,1
9  ,1
900,1
901,415
902,5
903,668
904,386
905,14
906,59
907,434
908,217
909,572
910,687
911,9
912,504
913,323284
914,243
915,568
916,683
917,413
918,3733
919,456
920,308
921,4
923,32
924,3
925,269
926,3
927,2
928,511
929,90
930,3
931,463
932,3
933,1
934,2
935,3
936,227
937,322
938,5
939,63
940,433
941,227
942,2
943,11
944,2
945,26
946,1
947,3
948,3
949,353
950,1
951,653
952,223
954,299
955,1
956,240
957,2
959,7
960,5
962,3
963,1
964,1
965,1
969,1
970,1973
971,190
972,588
973,146
974,3
975,1
978,114
979,201
980,80
981,2
983,1
984,26
985,163
986,9
987,2
989,182
990,1
991,4
999,15
