text_election_code_8,Count
,1097337
12897,4
22503,3
22895,1
4103,40
4197,2
4202,1
4291,1
4296,6
4301,9
4495,3
4505,42
4604,3
4693,3
4699,7
4792,3
51804,20
8791,1
CG,891
CG 201,1
CG0003,21
CG0004,8
CG0005,31
CG0007,35
CG0008,10
CG0009,56
CG0010,238
CG0011,106
CG005,5
CG0104,33
CG012,11
CG021,1
CG0304,29
CG033,18
CG0404,1
CG0408,20
CG0410,5
CG0413,14
CG042,4
CG0491,1
CG0493,4
CG0495,7
CG0497,4
CG0504,119
CG052,1
CG06,9
CG08,3
CG1019,5
CG1024,2
CG1029,1
CG1030,6
CG11,37
CG1179,2
CG12,21
CG1229,3
CG1279,1
CG1289,2
CG13,31
CG1319,3
CG14,88
CG15,124
CG1520,11
CG16,27
CG19,184
CG1987,9
CG1989,9
CG1991,26
CG1993,63
CG1994,37
CG1995,102
CG1996,7
CG1997,165
CG1998,13
CG1999,139
CG20,3
CG2000,13
CG2001,379
CG2002,15
CG2003,655
CG2004,93
CG2005,2744
CG2006,99
CG2007,2026
CG2008,133
CG2009,2540
CG2010,188
CG2011,2936
CG2012,239
CG2013,3937
CG2014,301
CG2015,7817
CG2016,179
CG2017,18920
CG2019,51515
CG2021,30396
CG21,171
CG21A,49
CG2209,5
CG2250,50
CG2259,22
CG2260,9
CG2269,3
CG2270,28
CG2279,5
CG2288,7
CG2289,20
CG2290,4
CG2299,3
CG2905,1
CG3105,34
CG3194,1
CG3204,5
CG3210,2
CG3293,13
CG3299,57
CG334C,1
CG3387,1
CG3398,4
CG400,1
CG401,9
CG403,7
CG404,3
CG405,62
CG4103,346
CG4119,2
CG4197,102
CG4202,11
CG4285,1
CG4290,3
CG4291,28
CG4296,10
CG4301,188
CG4390,2
CG44,5
CG4400,52
CG4489,18
CG4495,69
CG4505,1162
CG4588,1
CG4594,8
CG4604,32
CG4693,52
CG4699,149
CG4787,13
CG4792,22
CG4798,16
CG48,21
CG496,7
CG497,6
CG498,3
CG499,1
CG510,20
CG5149,1
CG5702,5
CG5704,8
CG604,2
CG6219,2
CG6290,9
CG6496,2
CG6705,17
CG7139,3
CG7189,3
CG8249,1
CG8288,1
CG8299,1
CG8597,3
CG8904,2
CG9104,3
CG9149,2
CG9304,9
CG9504,4
CG956,15
CG9604,2
CG964,10
CG9702,2
CG9704,20
CG973,9
CG9804,1
CG985,2
CG9904,18
CG993,28
CGAP,105
CGCE06,3
CGCG,12
CGCG10,2
CGCS15,2
CGFR,3
CGG,1
CGHB06,6
CGHE08,1
CGLC14,1
CGNE,6
CGS,43
CGS06,12
CGST08,1
CP,2
CP0002,7
CP0004,6
CP0005,16
CP0006,7
CP0007,2
CP0008,18
CP0009,17
CP0010,90
CP0102,12
CP0291,1
CP0295,3
CP0302,10
CP0393,1
CP0408,20
CP0492,1
CP07,12
CP09,7
CP15,2
CP17,15
CP1978,1
CP1982,1
CP1987,2
CP1989,2
CP1991,4
CP1992,1
CP1993,20
CP1995,21
CP1996,1
CP1997,55
CP1999,49
CP2000,3
CP2001,49
CP2002,1
CP2003,282
CP2004,7
CP2005,260
CP2006,29
CP2007,431
CP2008,8
CP2009,222
CP2010,59
CP2011,261
CP2012,24
CP2013,281
CP2014,7
CP2015,821
CP2016,7
CP2017,2120
CP2019,4746
CP2021,15804
CP203,2
CP2250,1
CP287,4
CP296,1
CP304,2
CP305,2
CP399,1
CP9102,2
CP9204,5
CP9502,1
CP9702,3
CPCH07,1
CPFR10,3
CPG 21,3
CPHE06,1
CPMN06,2
CPMN08,3
CPNC15,8
GN1129,3
GN1149,11
GN1160,24
GN1180,16
GN1982,2
GN1984,29
GN1986,88
GN1988,291
GN1990,265
GN1992,1845
GN1994,990
GN1996,4272
GN1998,1876
GN2000,8134
GN2002,4835
GN2004,19179
GN2006,10638
GN2008,36803
GN2010,22621
GN2012,57013
GN2014,51184
GN2016,90032
GN2018,96747
GN2020,73025
GN2022,226
GN4197,19
GN4202,5
GN4291,3
GN4301,31
GN4495,9
GN4693,4
GN4699,27
GN4798,3
MB#383,349
MB/SP,14
MB/WC,12
MB0108,404
MB0110,32
MB0112,737
MB0114,4
MB0115,613
MB0116,343
MB0120,3188
MB0121,5783
MB0123,2
MB0211,26
MB0215,59
MB0216,187
MB0219,18
MB0315,113
MB0320,172
MB0322,3553
MB0412,36
MB0414,589
MB0416,47
MB0423,3
MB0506,115
MB0508,127
MB0513,38
MB0516,109
MB0517,1186
MB0518,2933
MB0519,1879
MB0607,48
MB0611,76
MB0613,903
MB0615,174
MB0616,1301
MB0618,324
MB0619,188
MB0622,3
MB0711,33
MB0719,67
MB0807,13
MB0907,134
MB0915,131
MB0916,397
MB0917,163
MB0918,1126
MB0919,1147
MB0921,259
MB1007,383
MB1013,997
MB1107,151
MB1109,17
MB1113,831
MB112,3
MB1205,537
MB1211,34
MB1213,57
MB1301,47
MB1302,98
MB1501,135
MB15B,18
MB1601,66
MB17,433
MB1701,144
MB17LA,144
MB1901,168
MB1995,10
MB2000,3
MB2005,37
MB2006,67
MB2007,270
MB2008,80
MB2009,342
MB2010,63
MB2011,42
MB2012,86
MB2013,411
MB2014,693
MB2015,1794
MB2016,787
MB2017,435
MB2018,292
MB2019,946
MB2020,1019
MB229,1018
MB231,198
MB232,351
MB233,1138
MB240,1
MB242,3
MB263,33
MB274,2
MB293,23
MB305,581
MB3408,75
MB360,21
MB368,187
MB383,47
MB394,74
MB396,49
MB398,6
MB402,167
MB411,1
MB415,13
MB416,101
MB437,603
MB438,1
MB4604,31
MB464,133
MB468,2
MB490,174
MB501,707
MB509,6
MB5116,209
MB512,1717
MB5398,18
MB5410,70
MB5411,39
MB6115,551
MB615,70
MB6215,102
MB9410,13
MBAL06,4
MBAU06,24
MBAUG,100
MBBE07,87
MBBE09,18
MBD423,92
MBHD07,20
MBM,2
MBMV06,21
MBNCO,2
MBOCA,7
MBPC09,38
MBREC,12
MBS615,1
MBSB09,15
MBSD07,77
MBSE09,4
MBSLS,1
MBST06,81
MBST17,17
PP0001,5
PP1992,29
PR0001,10
PR004,1
PR011,1
PR031,2
PR041,2
PR051,4
PR1986,5
PR1988,7
PR1990,83
PR1992,152
PR1994,199
PR1996,578
PR1998,473
PR2000,775
PR2002,1011
PR2004,2216
PR2006,1078
PR2007,7
PR2008,2424
PR2010,4075
PR2012,5694
PR2014,6577
PR2016,18184
PR2018,48862
PR2020,81885
PR2022,13136
PR2250,26
PR2259,6
PR2270,11
PR2289,7
PR3105,38
PR3204,2
PR3293,1
PR3299,10
PR3398,2
PR4792,2
PR8200,2
PR8288,11
PR955,1
PR971,5
PR991,1
PRHC06,1
SP,164
SP'16,3
SP 389,138
SP#447,2
SP000,18
SP0002,4
SP0003,2
SP0004,4
SP0006,11
SP0007,42
SP0008,1
SP001,30
SP0012,22
SP0014,7
SP002,20
SP0041,1
SP0051,2
SP01,12
SP0101,25
SP0103,22
SP0105,2
SP011,28
SP0111,6
SP0112,183
SP012,9
SP0121,5
SP0125,266
SP013,5
SP015,6
SP0197,4
SP02,2
SP0201,1
SP0202,2
SP0204,1
SP021,27
SP0217,6
SP0218,153
SP0219,10
SP022,1
SP0223,2
SP024,1
SP0291,3
SP0293,4
SP0296,3
SP0297,2
SP0299,9
SP0301,18
SP0302,143
SP0304,8
SP0305,7
SP0306,5
SP031,13
SP0310,5
SP0316,43
SP0319,25
SP033,195
SP034,21
SP0388,21
SP0394,1
SP0399,2
SP0401,5
SP0403,4
SP0405,69
SP0406,20
SP0408,10
SP041,6
SP0410,61
SP0412,1
SP0417,74
SP0419,232
SP0421,175
SP0423,2
SP0425,2
SP043,177
SP0487,1
SP0489,144
SP0493,33
SP0494,1
SP0495,6
SP0497,3
SP0499,1
SP05,1
SP0500,2
SP0501,2
SP0503,17
SP0505,38
SP051,301
SP0510,120
SP0512,16
SP0514,3
SP0516,1
SP0517,120
SP052,24
SP053,5
SP054,66
SP057,55
SP0584,1
SP059,1
SP0599,6
SP06,22
SP0601,3
SP0606,26
SP0607,205
SP0609,3
SP0614,32
SP0616,30
SP0693,3
SP0699,5
SP0709,4
SP0711,9
SP0717,31
SP0718,33
SP0781,1
SP0792,5
SP0798,1
SP08,14
SP0801,37
SP0802,9
SP0805,21
SP0812,3
SP0813,7
SP0815,85
SP0819,381
SP0820,122
SP0821,39
SP09,2
SP0901,38
SP0904,2
SP0905,6
SP0906,2
SP0911,2
SP0920,1
SP0995,1
SP0997,3
SP0999,5
SP09EL,6
SP1,1
SP10,15
SP100,4
SP1009,13
SP101,6
SP1010,4
SP1014,115
SP1017,12
SP1018,33
SP1020,150
SP1022,185
SP1025,2
SP1027,1
SP1031,5
SP105,85
SP1059,1
SP1070,14
SP1079,9
SP1090,3
SP11,1
SP1105,8
SP1107,1
SP1112,5
SP1113,22
SP1115,69
SP1116,1
SP1123,3
SP1129,12
SP114,101
SP1140,2
SP1149,6
SP1159,1
SP1160,8
SP1179,3
SP1197,1
SP1205,4
SP1207,1
SP1209,4
SP1210,42
SP1213,2
SP1214,14
SP1215,19
SP1218,23
SP1219,1
SP1250,4
SP1269,2
SP1270,8
SP1289,10
SP1297,1
SP1298,1
SP1299,4
SP1300,3
SP1312,1
SP1319,10
SP14,19
SP1401,6
SP14MU,2
SP1500,1
SP1609,2
SP1694,6
SP1697,4
SP17,7
SP1794,1
SP19,113
SP1993,3
SP1997,3
SP1999,19
SP2000,41
SP2001,16
SP2002,58
SP2003,24
SP2004,28
SP2005,39
SP2006,33
SP2007,1652
SP2008,47
SP2009,240
SP201,35
SP2010,65
SP2011,49
SP2012,357
SP2013,409
SP2014,483
SP2015,349
SP2016,359
SP2017,551
SP2018,542
SP2019,1578
SP2020,350
SP2021,1090
SP2022,158
SP203,15
SP206,14
SP2103,5
SP2104,11
SP2196,1
SP2197,2
SP220,58
SP2201,38
SP2249,6
SP2260,8
SP2263,13
SP2289,3
SP2299,4
SP2396,15
SP2398,1
SP2406,5
SP244,7
SP2498,4
SP2503,3
SP2505,6
SP251,89
SP252,66
SP257B,284
SP264,3
SP267,1
SP2690,1
SP2691,1
SP2694,2
SP269R,1
SP270,2
SP2701,2
SP282,18
SP284B,3
SP285,1
SP2889,1
SP289,1
SP2895,2
SP2997,3
SP3,10
SP306,43
SP312,48
SP3136,1
SP3139,1
SP3190,1
SP320,2
SP3204,1
SP3260,2
SP331,7
SP3319,3
SP3353,23
SP3357,23
SP336,92
SP34,2
SP344,22
SP35,6
SP350,2
SP362,2
SP363,12
SP371,21
SP381,8
SP385,198
SP388,3
SP39,2
SP396,26
SP3984,1
SP40,10
SP405,26
SP406,9
SP4103,33
SP418R,324
SP4197,15
SP420,34
SP4202,2
SP421,53
SP4219,12
SP4230,4
SP4234,1
SP4296,4
SP4301,8
SP4309,2
SP434,13
SP4400,36
SP443,79
SP448,30
SP4495,13
SP459,18
SP4604,9
SP4610,24
SP4699,18
SP47,2
SP476,6
SP4798,16
SP4814,28
SP482,12
SP487,8
SP4892,2
SP49,35
SP5,10
SP508,18
SP5110,5
SP52,15
SP5200,11
SP5208,1
SP5210,3
SP5219,1
SP5230,9
SP5239,3
SP5249,5
SP5259,6
SP5298,13
SP54,10
SP55,2
SP56,2
SP5608,16
SP5702,13
SP5796,2
SP5812,10
SP5900,11
SP6011,21
SP6012,80
SP6108,5
SP6109,21
SP6160,1
SP6179,3
SP6208,37
SP6244,1
SP6249,1
SP6279,2
SP6303,4
SP6309,17
SP6312,40
SP6314,40
SP6397,2
SP6402,8
SP6501,30
SP6507,58
SP6695,1
SP6705,33
SP6810,18
SP6899,1
SP696,7
SP7,3
SP7189,1
SP7279,1
SP7290,3
SP7398,1
SP8179,1
SP8195,3
SP8210,1
SP8269,2
SP8288,1
SP8319,7
SP8393,1
SP8505,10
SP8597,5
SP891,1
SP901,3
SP911,2
SP9149,3
SP9169,1
SP9199,1
SP9200,58
SP9263,11
SP931,4
SP9310,3
SP9506,5
SP951,1
SP9510,10
SP953,16
SP957,1
SP961,7
SP962,3
SP9694,1
SP971,8
SP9710,35
SP972,1
SP973,3
SP9805,20
SP981,6
SP9813,27
SP982,2
SP9902,2
SP9904,10
SP991,5
SP992,2
SP993,8
SP994,115
SP9LON,6
SPAB05,13
SPAB07,11
SPAC02,5
SPAC05,1
SPB072,29
SPB434,34
SPBA15,9
SPBC07,9
SPBC12,3
SPBCL6,7
SPBE07,19
SPBE17,51
SPBU15,7
SPC,5
SPC268,9
SPC331,170
SPC415,5
SPCE,1
SPCH05,4
SPCITY,10
SPCR07,18
SPCV,18
SPCV21,27
SPCW12,255
SPDB07,11
SPDWES,8
SPE,22
SPEB04,5
SPED09,3
SPEL06,29
SPEU07,28
SPF511,12
SPFB01,3
SPGM07,55
SPGN08,2
SPGN17,9692
SPHB06,21
SPHB07,7
SPHI07,1
SPHO1,10
SPHS17,31
SPLC07,1
SPLC09,3
SPLLIB,2
SPLR04,1
SPMC,6
SPMC08,2
SPMD17,3
SPML05,3
SPMPCI,48
SPMPTX,130
SPMU12,2
SPMV22,2
SPOT,1
SPPL07,9
SPPR08,4
SPQS06,1
SPR21,23
SPRB04,3
SPRB05,11
SPRB97,1
SPRH04,12
SPRK06,2
SPSB05,24
SPSB07,16
SPSBF6,6
SPSC07,73
SPSCH,13
SPSD,39
SPSL05,7
SPSL09,2
SPSS,2
SPST06,6
SPST10,1
SPST11,3
SPST16,8
SPSTQ,6
SPSW10,5
SPTH09,21
SPUQ07,5
SPVC07,10
SPWC19,6
SPWF18,96
